SQGDP2 Gross domestic product (GDP) by state 1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of current dollars) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State or DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3
0,United States *,76,"      Arts, entertainment, and recreation",118898.2,121125.4,123750.4,125094.1,128828.2,130459.4,130013.8,132614.5,135353,136258.1,138281.5,139751.9,140355.8,141806.3,143541.5,147028,144215.9,143302.6,145379.6,145649.1,148177.8,151446.7,153054.3,156307.5,155514.4,158168.1,161030.2,158533.7,167628.4,170061.7,171962.9,175280.2,174542.1,175154,177740.8,182160.9,185867,188750,191319,190490,190188,192215,193967,196110,200747,204382,210042,211836,209983,211715,218795,217244,218380,228752,230808,231747,234546,235130,235527
0,United States *,79,      Accommodation and food services,352841.5,356439.8,361382,365420,376483.6,379250,381573.8,386923.1,391621.9,393274.9,397030.7,402444.3,398692.9,399771.5,401333.9,398355.3,388505.6,387128.4,388576.3,390366.9,393922.1,402116,407384.7,410771.4,413923.9,420615.3,424376.3,431505.4,444356.1,447755.9,450398.8,457997.7,467525.9,470313,476418.2,481454.7,483393,496861,509627,519107,532323,542651,551912,559401,565253,571004,578173,583565,590815,597773,604697,610567,620094,630546,636823,645283,651561,656663,667387
0,United States *,82,      Other services (except government and government enterprises),305970.6,308618.9,312521.1,315683.7,320958.5,324930.1,325832.1,328460.5,330547.7,329805.5,331078.4,330500.6,328954.8,328690.7,329973.3,333451.9,328184.7,326620,325056.1,326278.6,322777.1,326861.6,330774.9,331552.7,329819.1,332029.8,333837.4,336674.9,343336.5,346944.2,349637.8,352047.5,353079.9,353859.4,356382.1,361806.4,364956,373795,382213,385387,388147,392849,393629,395107,398919,401147,403599,404774,407275,410255,416873,421888,427418,435148,440287,446059,450380,453176,458908
0,United States *,83,  Government and government enterprises,1683518.6,1700160.9,1718957.5,1738442,1758929.6,1778748.8,1803272.9,1827040.7,1854449.5,1873872.6,1898249.1,1921687.3,1948177.3,1968570.1,1993904.9,2015776.3,2019848.4,2040150.3,2051803.5,2068412.3,2086818.7,2110815.3,2113781.2,2120443.2,2129322.6,2140525.7,2142447,2135947.1,2148688.7,2151040.6,2161028.5,2177200.2,2194425.1,2207473.7,2215056.8,2233077,2247429,2260708,2278639,2298704,2318404,2335566,2349933,2359474,2368621,2380808,2396710,2409654,2426813,2441640,2461902,2484130,2508266,2532701,2559790,2577789,2595740,2615592,2645324
0,United States *,,Addenda:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States *,100,"All industry total, overseas activity",78184.2,78863.2,79656.4,80500.5,81409.9,82205,83127,83920.6,84779.2,85406.8,86403,87505.7,88899.4,90279.7,92168.8,94184.7,95654.8,97653.6,98980.8,100287.3,101409.2,103256.7,104536.4,106456.2,108952.3,111087.4,112246.5,112461.9,113187.8,113124.7,113223.3,113391,113357.8,113271,113067.3,113563.9,113993,113980,113801,113315,112381,111817,111632,111744,112375,112878,113279,113254,113134,113097,113505,114205,115199,116233,117417,118213,119036,119946,121310
0,United States *,101,"Government and government enterprises, overseas activity",78184.2,78863.2,79656.4,80500.5,81409.9,82205,83127,83920.6,84779.2,85406.8,86403,87505.7,88899.4,90279.7,92168.8,94184.7,95654.8,97653.6,98980.8,100287.3,101409.2,103256.7,104536.4,106456.2,108952.3,111087.4,112246.5,112461.9,113187.8,113124.7,113223.3,113391,113357.8,113271,113067.3,113563.9,113993,113980,113801,113315,112381,111817,111632,111744,112375,112878,113279,113254,113134,113097,113505,114205,115199,116233,117417,118213,119036,119946,121310
1000,Alabama,1,All industry total,152640.8,154962.5,156410.9,159867.4,161258.9,163487,164821.2,165847.3,166535.8,168952.2,171085,172140.4,172011.7,174002.6,174246.9,170486.2,168107.3,167629.9,168164.1,169490.8,170131,173366,177418.2,178096.8,178013.6,180126.2,182389.7,184869.6,185712.3,187142.2,185932.6,186408.8,190975.5,190556,192536.9,191855.6,189970.9,193552.9,196075.6,197244.7,197319.3,200574.9,202377.2,201339.5,201373.7,203904.4,204278.5,205762.8,207637.5,208359.9,210680.7,214779.5,217369.7,220572.2,223140.7,225859.4,227735,229939.2,232144.7
1000,Alabama,2,  Private industries,127919.3,129987.8,131254.7,134347.6,135791.9,137261.1,138802.7,138723,138682.9,140792.3,142710.1,143097.5,143209.7,144827.7,144675.3,140496,137925.8,136614,136950.7,138415.6,138914.3,141729.5,145708.7,146683.6,146185.2,148112.5,150204.5,152686.1,153453.5,155224.7,154216.4,154229.2,158863.2,158350.7,160314.2,159485,157302.8,160712.5,162832.6,163774.8,163727.8,166609.6,167959,167166.8,167158.4,169489.4,169488.3,170706.5,172331.7,172902.2,175417,178932.5,181210.2,184109.2,186496.1,188887.2,190632.5,192571.8,194308.9
1000,Alabama,3,"      Agriculture, forestry, fishing and hunting",2659.8,2643.4,2600.6,2617.7,1968.9,2090.1,2179.1,2160.8,2021.9,1980.2,1981.1,1794,2179.6,1993.8,1717.8,1688.6,1919.8,1882.6,1926.6,1934.9,1511.4,1810.1,2099.1,2292.8,1812.3,1611,1589.1,1351.7,2404.2,1938.8,1527.3,1338.4,2755.7,2809.9,4179.2,2710,2380.7,2602.3,2544,2547.7,2612.8,2625.8,2648.9,2356.9,2038.5,2077.4,1989.9,1809.7,2406.3,2392.5,2202,2232.9,2359.5,2380,2117.7,2243.8,1878.1,1942.7,2029.6
